# Output of restore_tide_db.
# This file was converted from harmonics-dwf-20071228-free.tcd
# at 2007-12-28 18:19 EST
#
# ** The following boilerplate text is a placeholder only.  Please       **
# ** replace it with the boilerplate and changelog available separately. **
#
# Definitions and constants for XTide
#
# NOTE:  This file should not be used as-is to provide a constituent
# set to harmgen because it may contain multiple constituents with the
# same frequency.  A better constituent set is included in the harmgen
# distribution (see the README).
#
#
# ********* NOT FOR NAVIGATION ********
#
# *** DO NOT RELY ON THIS DATA FILE FOR DECISIONS THAT CAN RESULT IN ***
# ***                   HARM TO ANYONE OR ANYTHING.                  ***
#
# This data file is distributed in the hope that it will be useful,
# but WITHOUT ANY WARRANTY; without even the implied warranty of
# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
#
# Highly trustworthy tide predictions cannot be achieved on a zero
# budget.  If you need guaranteed results, don't use this data!
# Contact the tide authority for your region (NOAA in the U.S.).
#
# WHOSOEVER CHOOSES TO REDISTRIBUTE THIS DATA ASSUMES ALL LIABILITY
# ASSOCIATED THEREWITH.  NEITHER DAVID FLATER NOR ANYONE ELSE INVOLVED
# SHALL BE LIABLE PERSONALLY OR OTHERWISE FOR ANY LOSSES THAT THE
# REDISTRIBUTOR MIGHT SUFFER AS A CONSEQUENCE OF ANY CLAIMS, BOGUS OR
# OTHERWISE, THAT ARE MADE TO THIS DATA.
#
#
# ------------- Begin congen output -------------
#
# Number of constituents
175
#
# Constituent speeds
# Format:  identifier [whitespace] speed [CR]
# Speed is in degrees per solar hour.
# Identifier is just a name for the constituent.  They are for
# readability only; XTide assumes that the constituents will be listed
# in the same order throughout this file.
x 0 0
M4              0.0060   79.30
M6              0.0040  288.70
M8              0.0030   86.60
N2              0.0950  210.80
2N2             0.0120  152.90
O1              0.0340  129.30
OO1             0.0020  291.60
P1              0.0400   37.90
Q1              0.0070  178.30
2Q1             0.0010  227.30
R2              0.0010  337.40
x 0 0
S2              0.1210  334.80
S4              0.0020   65.80
S6              0.0030   23.10
T2              0.0070  332.10
LAM2            0.0020  299.40
MU2             0.0080  233.40
NU2             0.0180  218.60
RHO            0.0010  171.70
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from benchmark sheet, publication date 2007-09-12
# BEGIN HOT COMMENTS
# country: U.S.A.
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 9457292
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -152.5117
# !latitude: 57.7317
Kodiak, Women's Bay, Alaska
+00:00 :America/Anchorage
4.4882 feet
J1              0.0750  297.90
K1              1.3060  288.60
K2              0.2950  332.80
L2              0.0790  321.00
M1              0.0460  293.20
M2              3.1920  308.10
x 0 0
M4              0.0300   28.20
M6              0.0330   89.10
x 0 0
N2              0.6590  284.20
2N2             0.0790  258.90
O1              0.8500  273.00
OO1             0.0390  313.10
P1              0.4130  284.40
Q1              0.1540  264.80
2Q1             0.0230  257.40
R2              0.0070  341.40
S1              0.0390   77.00
S2              1.0660  341.40
x 0 0
x 0 0
T2              0.0620  329.50
LAM2            0.0230  323.60
MU2             0.0720  277.10
NU2             0.1280  284.20
RHO            0.0300  267.10
MK3             0.0160  264.60
2MK3            0.0160  245.50
MN4             0.0100  349.00
MS4             0.0200   71.60
x 0 0
MF              0.0660  165.20
MSF             0.0490   51.50
MM              0.0620  191.70
SA              0.2560  262.10
SSA             0.0490  151.70
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from benchmark sheet, publication date 2004-05-12
# BEGIN HOT COMMENTS
# country: U.S.A.
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# note: NOS uses UTC-11 for LST; AKST (since 1983) is UTC-9
# station_id_context: NOS
# station_id: 9490424
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -162.5817
# !latitude: 66.9017
Kotzebue, Kotzebue Sound, Alaska
+00:00 :America/Nome
0.3839 feet
J1              0.0050    3.00
K1              0.1970   38.50
K2              0.0060  188.70
L2              0.0050  223.10
M1              0.0040   74.00
M2              0.1920  128.70
x 0 0
M4              0.0230  216.60
M6              0.0140  116.90
M8              0.0050  359.30
N2              0.0600   34.20
2N2             0.0080  299.80
O1              0.0570  110.10
OO1             0.0020  326.90
P1              0.0650   43.90
Q1              0.0110  145.50
2Q1             0.0020  181.00
x 0 0
x 0 0
S2              0.0230  184.20
S4              0.0100   42.40
S6              0.0020  226.00
T2              0.0010  181.90
LAM2            0.0010  154.40
MU2             0.0050  108.00
NU2             0.0110   46.90
RHO            0.0020  140.80
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from benchmark sheet, publication date 2003-04-21
# BEGIN HOT COMMENTS
# country: Marshall Islands
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 1820000
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: 167.7383
# !latitude: 8.7367
Kwajalein, Marshall Islands
+00:00 :Pacific/Kwajalein
1.8602 feet
J1              0.0200   90.80
K1              0.3410   66.00
K2              0.2410  145.90
L2              0.0480  126.60
M1              0.0140   72.40
M2              1.5900  127.40
x 0 0
x 0 0
x 0 0
x 0 0
N2              0.3010  127.10
2N2             0.0440  122.90
O1              0.2120   38.70
OO1             0.0140  125.20
P1              0.1040   65.40
Q1              0.0430   22.60
2Q1             0.0050   11.70
R2              0.0070  150.20
S1              0.0110  275.00
S2              0.8810  149.30
x 0 0
x 0 0
T2              0.0600  149.70
LAM2            0.0140  123.60
MU2             0.0540  127.90
NU2             0.0560  125.10
RHO            0.0080   27.00
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
MF              0.0370   19.90
x 0 0
MM              0.0230   12.90
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from benchmark sheet, publication date 2003-04-21
# BEGIN HOT COMMENTS
# country: U.S.A.
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 9410230
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -117.2583
# !latitude: 32.8667
La Jolla (Scripps Institution Wharf), California
+00:00 :America/Los_Angeles
2.7329 feet
J1              0.0660  215.70
K1              1.1020  206.70
K2              0.1940  132.80
L2              0.0460  163.50
M1              0.0390  221.60
M2              1.6400  141.70
x 0 0
x 0 0
x 0 0
x 0 0
N2              0.3870  120.10
2N2             0.0490   90.80
O1              0.7050  191.20
OO1             0.0390  234.20
P1              0.3480  202.30
Q1              0.1310  182.50
2Q1             0.0160  175.70
R2              0.0070  136.70
S1              0.0200  296.50
S2              0.6690  136.70
x 0 0
x 0 0
T2              0.0390  121.10
LAM2            0.0100  139.40
MU2             0.0520   84.30
NU2             0.0750  123.90
RHO            0.0260  184.50
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
SA              0.2300  184.30
SSA             0.0560  263.20
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from benchmark sheet, publication date 2003-11-13
# BEGIN HOT COMMENTS
# country: U.S.A.
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 9442396
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -124.6367
# !latitude: 47.9133
La Push, Quillayute River, Washington
+00:00 :America/Los_Angeles
4.6686 feet
J1              0.0890  257.90
K1              1.4170  239.20
K2              0.2460  252.70
L2              0.0590  261.10
M1              0.0390  234.30
M2              3.0580  234.90
M3              0.0100  256.80
M4              0.0100  114.00
M6              0.0030   77.50
x 0 0
N2              0.6300  210.60
2N2             0.0890  180.00
O1              0.8500  223.40
OO1             0.0430  257.20
P1              0.4360  236.70
Q1              0.1380  214.80
2Q1             0.0160  187.40
R2              0.0070  207.00
S1              0.0330  294.30
S2              0.8600  262.50
S4              0.0030  114.60
x 0 0
T2              0.0460  263.70
LAM2            0.0200  286.00
MU2             0.0720  177.90
NU2             0.1210  221.80
RHO            0.0330  230.70
MK3             0.0100   80.50
2MK3            0.0030   74.30
MN4             0.0070   83.60
MS4             0.0070   65.10
2SM2            0.0130   19.10
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from benchmark sheet, publication date 2003-10-30
# BEGIN HOT COMMENTS
# country: U.S.A.
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 8767816
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -93.2217
# !latitude: 30.2250
Lake Charles, Calcasieu River, Louisiana
+00:00 :America/Chicago
0.6726 feet
J1              0.0230  111.90
K1              0.3140  105.60
K2              0.0220   61.90
L2              0.0070   52.90
M1              0.0200   99.30
M2              0.2530   45.80
x 0 0
M4              0.0180   42.30
M6              0.0020  281.00
M8              0.0040  117.30
N2              0.0320   38.70
2N2             0.0040   31.50
O1              0.2860   93.00
OO1             0.0120  118.30
P1              0.1040  104.70
Q1              0.0550   86.70
2Q1             0.0080   80.40
R2              0.0010   61.30
x 0 0
S2              0.0790   60.70
S4              0.0040   11.00
S6              0.0020  115.20
T2              0.0050   60.10
LAM2            0.0020   52.70
MU2             0.0060  204.50
NU2             0.0060   39.60
RHO            0.0110   87.50
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from benchmark sheet, publication date 2003-04-21
# BEGIN HOT COMMENTS
# country: U.S.A.
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 8722670
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -80.0333
# !latitude: 26.6117
Lake Worth Pier, Atlantic Ocean, Florida
+00:00 :America/New_York
1.5092 feet
J1              0.0130  211.60
K1              0.1940  219.60
K2              0.0620   37.20
L2              0.0300    5.00
M1              0.0100  227.50
M2              1.3750   13.40
x 0 0
x 0 0
x 0 0
x 0 0
N2              0.3220  354.10
2N2             0.0430  339.60
O1              0.1510  235.70
OO1             0.0070  203.40
P1              0.0590  227.70
Q1              0.0330  230.00
2Q1             0.0030  251.80
R2              0.0030   38.20
x 0 0
S2              0.2360   38.20
x 0 0
x 0 0
T2              0.0130   38.10
LAM2            0.0100   24.90
MU2             0.0460  353.40
NU2             0.0590  354.80
RHO            0.0070  242.60
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
MF              0.0460  358.60
MSF             0.0300   31.40
MM              0.0200  288.70
SA              0.2200  209.80
SSA             0.1640   68.00
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Datum from accepted datums web retrieval form
# BEGIN HOT COMMENTS
# country: U.S.A.
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 9751381
# date_imported: 20071228
# datum: Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -64.7250
# !latitude: 18.3200
Lameshur Bay, St. Johns, Virgin Islands
+00:00 :America/St_Thomas
0.3800 feet
J1              0.0150  239.40
K1              0.2780  233.70
K2              0.0080   38.60
L2              0.0050   39.20
M1              0.0140  228.00
M2              0.1780   27.00
x 0 0
M4              0.0060  308.00
M6              0.0030  347.80
M8              0.0020  330.40
N2              0.0380   14.90
2N2             0.0050    2.70
O1              0.1970  222.20
OO1             0.0090  245.20
P1              0.0920  232.90
Q1              0.0380  216.50
2Q1             0.0050  210.80
x 0 0
x 0 0
S2              0.0300   37.70
S4              0.0030   65.30
S6              0.0020    3.10
T2              0.0020   37.30
LAM2            0.0010   32.00
MU2             0.0040  246.90
NU2             0.0080   16.50
RHO            0.0080  217.30
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
x 0 0
# Harmonic constants from web snapshot taken 2007-12-17
# Neither benchmark sheet nor datum from web retrieval form available
# MLLW estimated from predictions over The Epoch.
# Searched interval from 1983-01-01 12:00 AM AST to 2002-01-01 12:00 AM AST
# BEGIN HOT COMMENTS
# country: Puerto Rico
# source: http://tidesandcurrents.noaa.gov/
# restriction: Public domain
# station_id_context: NOS
# station_id: 9755679
# date_imported: 20071228
# datum: Approximate Level of Mean Lower Low Water
# confidence: 10
# !units: feet
# !longitude: -66.1583
# !latitude: 17.9283
Las Mareas, Puerto Rico
+00:00 :America/Puerto_Rico
0.3100 feet
J1              0.0150  231.30
K1              0.2700  231.10
K2              0.0090    0.30
x 0 0
M1              0.0130  229.90
M2              0.0410   65.90
x 0 0
M4              0.0050  266.80
M6              0.0020  204.80
